choix1;Choix1;Cours au choix 1;3;True;True;True;1;Préalables : n/a;;;;;;
choix2;Choix2;Cours au choix 2;3;True;True;True;1;Préalables : n/a;;;;;;
choix3;Choix3;Cours au choix 3;3;True;True;True;1;Préalables : n/a;;;;;;
