1-465-1-1biochimie;Baccalauréat en biochimie et médecine moléculaire (orientation Biochimie)
1-465-1-1medecine;Baccalauréat en biochimie et médecine moléculaire (orientation Médecine moléculaire)
1-465-1-1genetique;Baccalauréat en biochimie et médecine moléculaire (orientation Génétique et génomique humaine)
